,edad,genero,ingresos,altura,ciudad,niv_edu,hijos
23640,25.0,F,86488.0,1.82,New York,,0
23641,100.0,F,86943.0,1.69,Los Angeles,,2
23642,35.0,F,72066.0,1.74,New York,PhD,2
23643,52.0,F,34573.0,1.53,Los Angeles,,4
23644,57.0,,65972.0,1.89,,Bachelors,3
23645,20.0,F,38533.0,1.52,Chicago,Bachelor,1
23646,57.0,,65972.0,1.51,,Bachelors,3
23647,76.0,M,23374.0,1.74,Chicago,Master,0
23648,99.0,M,61585.0,1.54,Phoenix,Master,0
23649,40.0,M,21449.0,1.79,Phoenix,Bachelor,4
23650,66.0,M,61762.0,1.94,New York,Master,5
23651,35.0,F,60713.0,1.74,Phoenix,Master,4
23652,81.0,F,96418.0,1.72,Los Angeles,PhD,2
23653,6.0,M,78124.0,1.93,New York,Bachelor,1
23654,4.0,M,54586.0,1.7,Los Angeles,PhD,3
23655,22.0,F,53204.0,1.58,Houston,PhD,1
23656,62.0,M,47128.0,1.55,Phoenix,,3
23657,97.0,M,73938.0,1.66,Chicago,PhD,2
23658,57.0,,65972.0,1.64,,Bachelors,5
23659,1.0,F,79337.0,1.59,Chicago,Bachelor,0
23660,1.0,F,26518.0,1.93,New York,PhD,2
23661,86.0,M,75281.0,1.99,Los Angeles,PhD,1
23662,66.0,M,42437.0,1.6,Houston,Bachelor,4
23663,56.0,M,21433.0,1.6,Chicago,,2
23664,77.0,M,76664.0,1.9,Chicago,Master,1
23665,,,65972.0,1.91,,no education,4
23666,50.0,M,41321.0,1.93,Phoenix,Bachelor,2
23667,9.0,F,23319.0,1.78,Phoenix,Master,2
23668,8.0,F,54240.0,1.62,New York,PhD,0
23669,15.0,F,72454.0,1.51,Phoenix,PhD,4
23670,98.0,M,26031.0,1.72,Los Angeles,PhD,0
23671,50.0,F,96076.0,1.71,Phoenix,Bachelor,2
23672,65.0,M,41419.0,1.5,Houston,Bachelor,0
23673,,,65972.0,1.83,,mastre,3
23674,10.0,M,20240.0,1.74,Chicago,,1
23675,11.0,F,69690.0,1.63,Chicago,PhD,1
23676,86.0,F,24420.0,1.83,New York,PhD,0
23677,25.0,F,21644.0,1.5,New York,,5
23678,79.0,F,41883.0,1.71,Chicago,Master,4
23679,,,,1.63,,mastre,2
23680,4.0,F,89084.0,1.74,Houston,,0
23681,7.0,F,41698.0,1.91,Phoenix,Master,1
23682,,,,1.54,,mastre,3
23683,49.0,F,75068.0,1.54,Houston,Master,4
23684,68.0,M,41525.0,1.99,New York,Bachelor,0
23685,8.0,M,28650.0,1.99,Chicago,Master,2
23686,79.0,F,69628.0,1.59,Houston,Bachelor,3
23687,83.0,F,58536.0,1.58,New York,Bachelor,5
23688,57.0,,,1.88,,pHd,5
23689,11.0,F,86558.0,1.91,Chicago,Master,2
23690,38.0,M,25836.0,1.99,Phoenix,Master,5
23691,81.0,F,73824.0,1.63,Chicago,Master,1
23692,78.0,M,63316.0,1.73,Chicago,PhD,5
23693,10.0,F,31758.0,1.8,Phoenix,Master,2
23694,95.0,M,38726.0,1.85,Chicago,,2
23695,42.0,F,77342.0,1.69,Los Angeles,,4
23696,,,,1.82,,pHd,2
23697,59.0,F,99495.0,1.66,Phoenix,PhD,1
23698,53.0,F,60563.0,1.63,New York,Master,4
23699,100.0,M,33602.0,1.92,Los Angeles,Master,2
23700,23.0,F,78266.0,1.72,Houston,,3
23701,81.0,M,92217.0,1.65,Phoenix,PhD,4
23702,67.0,F,48924.0,1.52,New York,Bachelor,4
23703,26.0,F,46286.0,1.64,New York,PhD,2
23704,75.0,F,52106.0,1.9,Los Angeles,Master,3
23705,57.0,M,51869.0,1.56,Houston,Bachelor,2
23706,83.0,F,67792.0,1.87,New York,Bachelor,3
23707,,,65972.0,1.8,,no education,4
23708,81.0,M,85313.0,1.82,Chicago,PhD,0
23709,19.0,F,56830.0,1.82,Houston,,2
23710,7.0,F,81502.0,1.53,Chicago,,1
23711,,,65972.0,1.55,,Bachelors,5
23712,48.0,M,72721.0,1.71,New York,Bachelor,1
23713,29.0,M,33044.0,1.85,Phoenix,Bachelor,1
23714,82.0,M,78576.0,1.71,Phoenix,Master,1
23715,36.0,F,87175.0,1.93,Los Angeles,,4
23716,35.0,F,48516.0,1.57,Chicago,PhD,5
23717,,,65972.0,1.63,,pHd,4
23718,64.0,M,62865.0,1.92,New York,Master,2
23719,57.0,F,66514.0,1.98,Houston,Master,0
23720,57.0,F,29314.0,1.62,Chicago,Bachelor,0
23721,77.0,M,69512.0,1.65,Houston,Master,4
23722,37.0,F,98466.0,1.7,Chicago,PhD,3
23723,51.0,F,98535.0,1.84,Houston,Master,5
23724,21.0,M,28512.0,1.89,New York,PhD,5
23725,8.0,M,92730.0,1.92,Chicago,Bachelor,0
23726,92.0,M,46574.0,1.59,Houston,,3
23727,58.0,F,35894.0,1.69,Los Angeles,Bachelor,4
23728,18.0,F,37646.0,1.66,Phoenix,,4
23729,93.0,M,20804.0,1.79,Chicago,PhD,1
23730,52.0,F,27810.0,1.53,New York,PhD,2
23731,98.0,M,55537.0,1.89,Houston,Master,3
23732,53.0,F,61828.0,1.89,Chicago,Master,1
23733,86.0,F,92941.0,1.53,Houston,PhD,0
23734,17.0,M,96548.0,1.61,Chicago,Bachelor,5
23735,77.0,F,84650.0,1.52,New York,Master,5
23736,18.0,M,22033.0,1.79,Houston,Bachelor,2
23737,45.0,F,95187.0,1.67,Houston,Master,5
23738,3.0,F,42766.0,1.8,New York,Master,4
23739,72.0,F,92599.0,1.69,Chicago,Bachelor,2
23740,12.0,F,65571.0,1.9,Chicago,Master,3
23741,96.0,M,65290.0,1.74,Houston,PhD,1
23742,63.0,F,56106.0,1.66,Chicago,Bachelor,1
23743,93.0,M,64945.0,1.85,Chicago,Master,1
23744,81.0,M,44491.0,1.74,Houston,,0
23745,61.0,M,90653.0,1.8,Los Angeles,PhD,1
23746,50.0,M,59093.0,1.62,Los Angeles,Master,4
23747,7.0,M,62891.0,1.67,Los Angeles,Bachelor,3
23748,21.0,M,92179.0,1.57,Phoenix,,3
23749,73.0,F,88922.0,1.79,New York,Bachelor,0
23750,90.0,F,57628.0,1.69,Chicago,Bachelor,0
23751,78.0,M,25854.0,1.63,Los Angeles,Bachelor,4
23752,9.0,F,27374.0,1.88,New York,PhD,4
23753,99.0,M,44859.0,1.62,Houston,PhD,0
23754,100.0,F,60971.0,1.91,Phoenix,Bachelor,1
23755,34.0,M,89993.0,1.98,Phoenix,Bachelor,0
23756,3.0,M,92812.0,1.88,New York,PhD,0
23757,51.0,M,64051.0,1.96,Phoenix,PhD,1
23758,68.0,M,20383.0,1.79,Chicago,PhD,1
23759,,,65972.0,1.92,,mastre,2
23760,69.0,F,78812.0,1.69,Chicago,,1
23761,34.0,M,41817.0,1.57,Phoenix,,0
23762,9.0,F,23110.0,1.82,Houston,,0
23763,25.0,F,99513.0,1.95,Houston,,5
23764,26.0,F,86540.0,1.57,Phoenix,PhD,3
23765,26.0,M,51537.0,1.96,New York,PhD,3
23766,59.0,F,84721.0,1.5,Houston,Master,4
23767,30.0,M,77873.0,1.73,Chicago,Master,3
23768,12.0,M,67200.0,1.7,Houston,Bachelor,4
23769,17.0,M,67579.0,1.72,Los Angeles,Master,2
23770,,,65972.0,1.79,,no education,2
23771,46.0,M,53115.0,1.64,Los Angeles,PhD,4
23772,92.0,M,88868.0,1.81,Houston,,2
23773,22.0,F,69694.0,1.88,Chicago,Master,0
23774,26.0,M,73696.0,1.75,Phoenix,Bachelor,1
23775,45.0,F,24753.0,1.97,Chicago,Master,2
23776,52.0,F,67696.0,1.51,Chicago,Bachelor,2
23777,14.0,F,38918.0,1.96,Houston,Bachelor,4
23778,60.0,M,49516.0,1.95,Chicago,PhD,0
23779,70.0,M,98761.0,1.74,Los Angeles,,2
23780,11.0,F,27267.0,1.74,Houston,,2
23781,60.0,M,89884.0,1.98,Houston,Bachelor,2
23782,2.0,F,39455.0,1.55,Chicago,PhD,0
23783,27.0,M,49846.0,1.87,New York,Bachelor,2
23784,22.0,F,39489.0,1.9,Phoenix,Bachelor,5
23785,87.0,F,97125.0,1.93,Los Angeles,,0
23786,14.0,M,40265.0,1.61,Houston,Master,1
23787,11.0,F,86209.0,1.63,New York,PhD,3
23788,78.0,F,48299.0,1.51,Houston,,0
23789,21.0,M,38525.0,1.58,Phoenix,Master,3
23790,1.0,F,93525.0,1.87,Chicago,PhD,3
23791,49.0,M,65490.0,1.64,Phoenix,Master,3
23792,15.0,M,55235.0,1.63,Los Angeles,PhD,0
23793,29.0,M,65515.0,1.92,New York,,1
23794,97.0,F,92984.0,1.64,Chicago,,0
23795,55.0,F,56308.0,1.54,Phoenix,Master,4
23796,31.0,M,78733.0,1.5,New York,,1
23797,66.0,F,43079.0,1.72,Phoenix,,4
23798,86.0,M,21374.0,1.66,Phoenix,Bachelor,5
23799,41.0,F,36135.0,1.98,Phoenix,PhD,4
23800,17.0,F,26046.0,1.6,Chicago,PhD,5
23801,60.0,M,60432.0,1.57,Los Angeles,PhD,4
23802,,,65972.0,1.83,,pHd,5
23803,70.0,F,91339.0,1.87,Houston,PhD,1
23804,74.0,F,24396.0,1.91,Phoenix,Bachelor,0
23805,45.0,M,87479.0,1.6,Chicago,,4
23806,49.0,F,69055.0,1.57,New York,,5
23807,16.0,M,76712.0,1.77,Chicago,Master,2
23808,25.0,M,53327.0,1.72,Chicago,Bachelor,2
23809,28.0,M,54695.0,1.55,New York,Bachelor,4
23810,58.0,M,23790.0,1.88,New York,Master,2
23811,10.0,F,61012.0,1.59,Chicago,Master,2
23812,86.0,F,93961.0,1.61,Los Angeles,Bachelor,4
23813,70.0,M,42245.0,1.79,Los Angeles,,5
23814,38.0,M,43219.0,1.92,Houston,Master,4
23815,40.0,M,39391.0,1.74,Phoenix,PhD,2
23816,57.0,,65972.0,1.94,,no education,5
23817,76.0,M,42177.0,1.6,Chicago,Master,1
23818,7.0,M,86385.0,1.78,Phoenix,,5
23819,93.0,F,88294.0,1.75,Chicago,,4
23820,22.0,F,60985.0,1.79,Chicago,PhD,3
23821,75.0,F,54857.0,1.86,Phoenix,,4
23822,,,,1.59,,pHd,5
23823,,,,1.61,,Bachelors,4
23824,57.0,,65972.0,1.75,,Bachelors,3
23825,51.0,M,37129.0,1.6,Houston,,3
23826,38.0,F,26168.0,1.99,Phoenix,,2
23827,66.0,F,48495.0,1.72,Houston,Bachelor,4
23828,6.0,F,71194.0,1.97,New York,Master,3
23829,13.0,M,87800.0,1.72,Chicago,Bachelor,1
23830,56.0,F,82924.0,1.89,Chicago,,2
23831,36.0,F,28358.0,1.88,Phoenix,,1
23832,37.0,F,43990.0,1.5,Chicago,Master,4
23833,7.0,M,82206.0,1.84,Chicago,Bachelor,1
23834,31.0,F,93340.0,1.78,Los Angeles,,4
23835,58.0,M,78133.0,1.54,Chicago,Bachelor,2
23836,27.0,M,24434.0,1.65,Los Angeles,,1
23837,88.0,M,32312.0,1.78,Chicago,,5
23838,33.0,M,85505.0,1.73,Phoenix,,3
23839,14.0,F,95853.0,1.93,Phoenix,Master,5
23840,51.0,F,91160.0,1.86,Houston,PhD,4
23841,61.0,M,63023.0,1.55,Los Angeles,Bachelor,3
23842,69.0,F,61959.0,1.53,New York,,0
23843,14.0,F,73782.0,1.66,Houston,Bachelor,3
23844,57.0,,,1.8,,mastre,3
23845,60.0,M,85085.0,1.65,Los Angeles,Master,5
23846,95.0,F,75263.0,1.8,Los Angeles,,2
23847,64.0,F,71925.0,1.98,Houston,,3
23848,86.0,M,49650.0,1.76,Houston,Bachelor,0
23849,66.0,F,73314.0,1.61,Chicago,PhD,2
23850,22.0,M,72844.0,1.84,Chicago,PhD,2
23851,24.0,M,41883.0,1.79,Phoenix,Bachelor,4
23852,10.0,F,86106.0,1.8,New York,Master,5
23853,2.0,F,85256.0,1.67,New York,Master,1
23854,,,65972.0,1.71,,mastre,4
23855,82.0,M,38020.0,1.83,New York,PhD,0
23856,12.0,M,39846.0,1.56,Los Angeles,PhD,2
23857,63.0,F,90497.0,1.79,New York,,0
23858,76.0,F,48673.0,1.86,Chicago,PhD,2
23859,69.0,F,42425.0,1.84,Phoenix,,3
23860,57.0,,65972.0,1.78,,Bachelors,3
23861,14.0,F,93423.0,1.53,Phoenix,,5
23862,57.0,,65972.0,1.75,,no education,4
23863,25.0,M,22243.0,1.62,Phoenix,,2
23864,34.0,M,35455.0,1.66,Los Angeles,PhD,0
23865,,,,1.9,,Bachelors,3
23866,54.0,F,46334.0,1.78,New York,Bachelor,5
23867,22.0,F,24791.0,1.65,Phoenix,PhD,5
23868,74.0,M,76041.0,1.66,Houston,Bachelor,1
23869,57.0,,,1.9,,Bachelors,1
23870,44.0,F,22167.0,1.96,Houston,,3
23871,95.0,F,84465.0,1.52,Chicago,Master,3
23872,63.0,F,74944.0,1.67,Chicago,Master,4
23873,94.0,M,70343.0,1.83,New York,,1
23874,88.0,F,57314.0,2.0,New York,Master,1
23875,78.0,F,63714.0,1.56,Chicago,Bachelor,2
23876,57.0,F,56033.0,1.96,New York,,5
23877,30.0,M,72698.0,1.53,Chicago,Master,2
23878,98.0,M,81992.0,1.88,Houston,PhD,1
23879,55.0,F,34947.0,1.76,Houston,PhD,4
23880,30.0,M,74067.0,1.64,Chicago,Bachelor,2
23881,70.0,F,93940.0,1.73,Chicago,Bachelor,3
23882,32.0,F,38960.0,1.83,Phoenix,,2
23883,15.0,M,76132.0,1.6,Chicago,Bachelor,5
23884,66.0,M,92591.0,1.52,New York,,3
23885,23.0,M,56472.0,1.71,Chicago,Bachelor,2
23886,70.0,F,58431.0,1.71,Chicago,PhD,2
23887,88.0,M,24187.0,1.95,Chicago,Bachelor,0
23888,41.0,M,76400.0,1.53,Los Angeles,Master,2
23889,53.0,M,53274.0,1.97,Phoenix,Bachelor,3
23890,4.0,M,37598.0,1.52,Phoenix,,4
23891,44.0,M,41462.0,1.95,New York,Master,0
23892,30.0,F,85199.0,1.97,Houston,Bachelor,0
23893,74.0,M,81928.0,1.7,Phoenix,Master,0
23894,97.0,M,38680.0,1.55,Houston,Master,1
23895,58.0,M,69848.0,1.9,Houston,,1
23896,95.0,F,39749.0,1.61,Los Angeles,Master,0
23897,57.0,,65972.0,1.73,,no education,4
23898,64.0,F,26010.0,1.67,Los Angeles,Master,3
23899,90.0,F,71076.0,1.9,Houston,Master,2
23900,76.0,M,29638.0,1.82,Houston,,2
23901,70.0,M,97436.0,1.6,Houston,PhD,3
23902,93.0,M,50983.0,1.61,Los Angeles,,1
23903,82.0,F,94127.0,1.96,Chicago,Master,0
23904,55.0,M,33530.0,1.99,Los Angeles,PhD,0
23905,52.0,M,99671.0,1.77,New York,Bachelor,2
23906,,,65972.0,1.75,,Bachelors,1
23907,16.0,F,57455.0,1.81,Chicago,Master,4
23908,,,,1.53,,Bachelors,1
23909,62.0,M,91980.0,1.9,Phoenix,Bachelor,5
23910,90.0,M,38125.0,1.66,New York,Bachelor,5
23911,8.0,F,73034.0,1.57,Phoenix,,1
23912,52.0,M,85615.0,1.52,New York,,0
23913,64.0,M,75034.0,1.78,Phoenix,PhD,2
23914,57.0,,65972.0,1.74,,pHd,4
23915,52.0,F,96749.0,1.82,Houston,Master,1
23916,67.0,M,51262.0,1.99,Chicago,PhD,5
23917,100.0,M,86170.0,1.83,Houston,Bachelor,1
23918,19.0,F,73638.0,1.68,Chicago,Bachelor,3
23919,2.0,M,23034.0,1.81,Phoenix,PhD,2
23920,47.0,F,79320.0,1.94,Phoenix,,3
23921,98.0,F,29102.0,1.92,Houston,,0
23922,1.0,M,27407.0,1.52,Chicago,PhD,4
23923,49.0,F,65221.0,1.81,Chicago,Master,3
23924,70.0,F,94004.0,1.99,Houston,Master,0
23925,19.0,M,39842.0,1.74,Phoenix,Bachelor,4
23926,11.0,M,66113.0,1.85,Los Angeles,Master,0
23927,85.0,M,31446.0,1.67,Los Angeles,Bachelor,1
23928,22.0,F,25997.0,1.54,New York,Master,4
23929,57.0,,,1.92,,mastre,1
23930,29.0,F,99796.0,1.99,New York,Master,4
23931,81.0,F,57446.0,1.89,New York,,4
23932,45.0,M,69401.0,1.69,Houston,,1
23933,42.0,M,96715.0,1.82,New York,Bachelor,4
23934,87.0,M,33366.0,1.86,Chicago,Master,4
23935,21.0,M,81427.0,1.76,Houston,Bachelor,5
23936,12.0,F,93365.0,1.76,Phoenix,Master,1
23937,51.0,F,88840.0,1.66,New York,Bachelor,5
23938,,,,1.71,,pHd,3
23939,85.0,F,21420.0,1.9,Phoenix,,4
23940,47.0,M,86686.0,1.74,Chicago,,0
23941,2.0,M,78338.0,1.92,Houston,,5
23942,100.0,F,38344.0,1.74,Los Angeles,,4
23943,43.0,F,51329.0,1.99,Los Angeles,PhD,5
23944,70.0,M,54782.0,1.83,Chicago,,1
23945,58.0,F,49047.0,1.87,Los Angeles,Bachelor,1
23946,14.0,F,99088.0,1.71,Chicago,,3
23947,88.0,M,22883.0,1.86,Chicago,Bachelor,1
23948,34.0,F,73384.0,1.82,Chicago,,1
23949,52.0,M,91843.0,1.78,Chicago,Master,1
23950,73.0,M,46302.0,1.7,Chicago,Master,0
23951,20.0,M,87337.0,1.5,Phoenix,PhD,4
23952,94.0,F,83702.0,1.75,Houston,,2
23953,10.0,M,91879.0,1.75,Phoenix,,2
23954,67.0,M,36828.0,1.54,Houston,PhD,0
23955,84.0,F,22150.0,1.76,Chicago,Master,2
23956,99.0,M,59853.0,1.7,Los Angeles,Bachelor,4
23957,,,65972.0,1.97,,pHd,1
23958,10.0,F,38066.0,1.71,Chicago,Master,0
23959,74.0,F,76518.0,1.6,Houston,Master,0
23960,18.0,F,32340.0,1.64,Houston,Master,1
23961,42.0,F,89758.0,1.62,Los Angeles,PhD,0
23962,73.0,M,92254.0,1.55,Chicago,Master,2
23963,51.0,F,79933.0,1.56,Los Angeles,Bachelor,1
23964,59.0,F,32943.0,1.53,New York,PhD,0
23965,97.0,M,37343.0,2.0,New York,PhD,1
23966,,,,1.92,,Bachelors,1
23967,6.0,M,51524.0,1.84,Houston,PhD,3
23968,72.0,F,24047.0,1.91,Houston,PhD,4
23969,76.0,M,61175.0,1.67,Los Angeles,,5
23970,69.0,M,52849.0,1.61,Los Angeles,Bachelor,2
23971,99.0,M,59996.0,1.92,Los Angeles,Master,1
23972,88.0,M,75989.0,1.61,Chicago,Bachelor,4
23973,35.0,M,90820.0,1.85,Phoenix,Master,5
23974,31.0,M,63764.0,1.93,New York,Bachelor,2
23975,56.0,M,46971.0,1.96,Phoenix,Bachelor,3
23976,80.0,F,20609.0,1.87,Phoenix,,0
23977,,,,1.55,,no education,3
23978,70.0,M,87665.0,1.71,Houston,PhD,3
23979,37.0,M,47489.0,1.79,Los Angeles,Bachelor,5
23980,70.0,M,50897.0,1.92,New York,Bachelor,1
23981,3.0,M,89214.0,1.59,Chicago,Master,0
23982,21.0,M,44943.0,1.73,New York,Bachelor,2
23983,17.0,F,39324.0,1.74,Los Angeles,PhD,4
23984,5.0,M,56927.0,1.88,New York,Bachelor,5
23985,43.0,F,36003.0,1.95,Los Angeles,Master,2
23986,5.0,F,28201.0,1.87,Los Angeles,PhD,2
23987,78.0,M,29198.0,1.87,Houston,Bachelor,2
23988,89.0,M,80286.0,1.92,New York,Master,3
23989,94.0,M,29511.0,1.88,Chicago,,1
23990,30.0,M,83859.0,1.84,Phoenix,,4
23991,85.0,M,61880.0,1.76,Houston,PhD,0
23992,70.0,M,54150.0,1.51,Houston,PhD,5
23993,56.0,M,62984.0,2.0,Chicago,Master,1
23994,93.0,F,39937.0,1.67,Chicago,Master,1
23995,57.0,,,1.67,,mastre,5
23996,92.0,F,86039.0,1.51,Houston,Bachelor,1
23997,89.0,F,79177.0,1.58,Los Angeles,PhD,4
23998,33.0,F,79148.0,1.71,Los Angeles,Bachelor,3
23999,65.0,F,77737.0,1.64,New York,Master,4
24000,38.0,M,51130.0,1.72,Los Angeles,,5
24001,83.0,M,22878.0,1.81,Los Angeles,,1
24002,17.0,F,44419.0,1.84,New York,Bachelor,1
24003,39.0,M,32989.0,1.84,Los Angeles,Bachelor,4
24004,78.0,F,22094.0,1.54,New York,Master,4
24005,57.0,,65972.0,1.95,,pHd,5
24006,95.0,F,86499.0,1.75,Phoenix,Bachelor,0
24007,79.0,M,43115.0,1.9,Houston,Master,0
24008,66.0,F,46506.0,1.66,Houston,Master,3
24009,71.0,F,96036.0,1.54,Chicago,Master,4
24010,81.0,M,94971.0,1.68,Los Angeles,,3
24011,9.0,M,35484.0,1.57,New York,Master,4
24012,83.0,F,22902.0,1.53,Houston,PhD,5
24013,11.0,M,36431.0,1.87,Los Angeles,,1
24014,37.0,M,40937.0,1.68,Houston,Master,1
24015,45.0,F,83152.0,1.99,New York,PhD,0
24016,58.0,F,98343.0,1.75,Houston,Master,4
24017,81.0,F,39449.0,1.69,Chicago,Bachelor,2
24018,70.0,M,90298.0,1.52,Houston,Bachelor,2
24019,65.0,F,20331.0,1.52,Houston,Master,4
24020,59.0,M,44781.0,1.65,Los Angeles,,2
24021,97.0,M,57187.0,1.51,New York,Master,3
24022,57.0,,,1.71,,pHd,3
24023,57.0,,,1.84,,pHd,2
24024,84.0,F,76050.0,1.92,New York,Bachelor,1
24025,57.0,F,49351.0,1.51,Phoenix,Master,3
24026,12.0,F,63597.0,1.83,Los Angeles,,0
24027,46.0,M,26747.0,1.53,Houston,Bachelor,0
24028,23.0,F,47659.0,1.63,Chicago,Master,3
24029,31.0,F,44718.0,1.62,Phoenix,Master,0
24030,70.0,M,66007.0,1.94,Chicago,Bachelor,1
24031,52.0,M,86692.0,1.52,Phoenix,PhD,0
24032,58.0,M,57252.0,1.8,Chicago,,3
24033,,,65972.0,2.0,,Bachelors,1
24034,62.0,F,69209.0,1.62,Los Angeles,Bachelor,3
24035,26.0,F,69088.0,1.96,Houston,,2
24036,70.0,F,53011.0,1.9,Phoenix,,1
24037,99.0,M,43895.0,1.64,Chicago,Master,5
24038,85.0,F,89599.0,1.57,Phoenix,PhD,0
24039,24.0,M,31698.0,1.62,New York,Bachelor,3
24040,4.0,F,51290.0,1.61,New York,,0
24041,79.0,M,24325.0,1.81,Houston,,4
24042,,,,1.55,,no education,3
24043,57.0,,,1.91,,Bachelors,5
24044,49.0,M,76879.0,1.83,New York,,4
24045,100.0,M,87397.0,1.89,Houston,Bachelor,2
24046,10.0,M,40554.0,1.64,Phoenix,PhD,4
24047,79.0,M,46920.0,1.81,Chicago,Bachelor,3
24048,9.0,F,82377.0,1.61,Houston,PhD,2
24049,57.0,,,1.95,,pHd,4
24050,81.0,F,24886.0,1.77,Chicago,,4
24051,85.0,M,88853.0,1.96,Chicago,PhD,3
24052,60.0,F,26295.0,1.69,New York,Bachelor,3
24053,64.0,M,87479.0,1.8,Los Angeles,Bachelor,4
24054,79.0,M,26821.0,1.59,Chicago,,4
24055,69.0,M,48227.0,1.59,Los Angeles,Master,5
24056,64.0,M,67634.0,1.61,Chicago,Bachelor,0
24057,50.0,M,24970.0,1.54,Chicago,PhD,0
24058,70.0,F,76701.0,1.55,Houston,Master,1
24059,20.0,M,51967.0,1.92,Los Angeles,,4
24060,80.0,F,48168.0,1.98,Phoenix,Bachelor,1
24061,74.0,F,25815.0,1.63,Los Angeles,PhD,2
24062,56.0,M,94182.0,1.63,Phoenix,,3
24063,65.0,F,66846.0,1.73,New York,Bachelor,0
24064,64.0,F,82616.0,1.73,Houston,PhD,4
24065,92.0,M,47164.0,1.6,Phoenix,PhD,4
24066,20.0,M,53271.0,1.88,Houston,Bachelor,0
24067,17.0,F,76094.0,1.72,Houston,Bachelor,0
24068,41.0,M,93828.0,1.62,Chicago,Bachelor,2
24069,67.0,F,83631.0,1.63,Phoenix,Master,4
24070,57.0,,,1.99,,Bachelors,3
24071,26.0,F,27442.0,1.57,Chicago,,5
24072,64.0,M,37689.0,1.53,Houston,PhD,1
24073,96.0,F,89128.0,1.55,Los Angeles,Bachelor,1
24074,5.0,M,31545.0,1.84,Phoenix,Bachelor,0
24075,83.0,M,32404.0,1.98,Los Angeles,PhD,3
24076,69.0,M,28691.0,1.89,Chicago,PhD,1
24077,41.0,M,92319.0,1.86,Houston,,3
24078,88.0,M,96789.0,1.8,New York,PhD,3
24079,68.0,M,87499.0,1.9,New York,,2
24080,1.0,F,86086.0,1.76,Phoenix,Master,4
24081,52.0,F,59159.0,1.68,Los Angeles,,0
24082,83.0,F,64914.0,1.7,New York,PhD,1
24083,24.0,M,80759.0,1.95,New York,Master,2
24084,88.0,M,93316.0,1.64,Houston,Bachelor,0
24085,57.0,,,1.72,,mastre,5
24086,,,65972.0,1.56,,pHd,2
24087,48.0,M,92478.0,1.88,Chicago,PhD,4
24088,7.0,F,24674.0,1.78,Chicago,PhD,4
24089,90.0,F,91968.0,1.94,Houston,,2
24090,35.0,F,83477.0,1.93,New York,Bachelor,1
24091,4.0,M,76241.0,1.91,New York,,3
24092,85.0,M,79376.0,1.74,Chicago,PhD,2
24093,47.0,M,70658.0,1.97,Los Angeles,PhD,4
24094,97.0,F,96884.0,1.7,Los Angeles,PhD,4
24095,50.0,M,42855.0,1.78,Los Angeles,Master,3
24096,49.0,M,91669.0,1.52,Houston,,1
24097,94.0,F,36787.0,1.95,Houston,Bachelor,0
24098,80.0,F,35509.0,1.75,Los Angeles,Master,0
24099,43.0,F,98413.0,1.74,Phoenix,Bachelor,4
24100,88.0,M,49709.0,1.57,Phoenix,PhD,4
24101,59.0,M,66361.0,1.71,Houston,PhD,2
24102,73.0,M,30057.0,1.65,Chicago,PhD,0
24103,57.0,,65972.0,1.68,,Bachelors,3
24104,4.0,F,71353.0,1.76,Houston,,1
24105,87.0,M,71409.0,1.79,New York,Master,1
24106,16.0,M,87867.0,1.51,Chicago,,3
24107,,,,1.96,,mastre,3
24108,36.0,F,68955.0,1.54,New York,,3
24109,70.0,M,32562.0,1.74,Phoenix,,5
24110,23.0,F,99557.0,1.53,Los Angeles,Master,3
24111,100.0,F,96771.0,1.86,Chicago,Master,0
24112,96.0,M,85862.0,1.94,New York,,0
24113,44.0,M,40527.0,1.97,New York,Master,5
24114,48.0,F,40817.0,1.88,Chicago,Master,4
24115,35.0,F,23292.0,1.88,New York,PhD,4
24116,33.0,F,36272.0,1.52,Phoenix,,2
24117,,,,1.98,,pHd,3
24118,68.0,M,60769.0,1.69,New York,Bachelor,2
24119,,,,1.94,,mastre,3
24120,59.0,M,91581.0,1.94,New York,,3
24121,,,65972.0,1.98,,no education,4
24122,51.0,M,46600.0,1.97,Los Angeles,PhD,1
24123,26.0,M,49472.0,1.85,Houston,,2
24124,57.0,,65972.0,1.76,,no education,1
24125,46.0,F,77782.0,1.75,Los Angeles,,0
24126,79.0,F,39054.0,1.99,Los Angeles,,4
24127,57.0,,,1.98,,mastre,1
24128,24.0,F,29744.0,1.74,Phoenix,,2
24129,82.0,F,32964.0,1.58,Los Angeles,,4
24130,32.0,F,78823.0,1.86,Los Angeles,Bachelor,4
24131,82.0,F,36556.0,1.8,Houston,,4
24132,18.0,M,86089.0,1.91,Los Angeles,Bachelor,1
24133,88.0,M,21675.0,1.98,Chicago,Master,3
24134,69.0,M,99843.0,1.77,New York,PhD,0
24135,95.0,M,40904.0,1.7,Chicago,PhD,3
24136,74.0,F,59898.0,1.98,Los Angeles,,5
24137,35.0,M,44401.0,1.9,Los Angeles,,2
24138,51.0,F,61015.0,1.63,Chicago,PhD,3
24139,29.0,F,45379.0,1.53,New York,Master,2
24140,,,,1.75,,Bachelors,2
24141,57.0,,65972.0,1.85,,no education,4
24142,74.0,F,60126.0,1.57,New York,Bachelor,0
24143,14.0,M,78343.0,1.89,Los Angeles,Master,4
24144,44.0,M,25462.0,1.96,Houston,PhD,0
24145,52.0,F,88972.0,1.97,Los Angeles,PhD,2
