,edad,genero,ingresos,altura,ciudad,niv_edu,hijos
25493,52,F,69452.0,1.63,New York,n/e,3
25494,150,M,62099.0,1.82,Chicago,PhD,2
25495,61,F,73280.0,1.79,Los Angeles,Bachelor,2
25496,97,M,63733.0,1.6,Los Angeles,Master,5
25497,95,M,59932.0,1.57,New York,PhD,2
25498,62,M,35473.0,1.69,New York,PhD,5
25499,96,F,54691.0,1.52,Los Angeles,Bachelor,5
25500,9,M,92010.0,1.73,New York,Bachelor,5
25501,99,F,71626.0,1.72,Phoenix,Master,1
25502,67,M,27620.0,1.71,Los Angeles,Master,1
25503,17,F,31235.0,1.59,New York,Master,0
25504,90,F,64922.0,1.58,Houston,Bachelor,4
25505,34,M,87574.0,1.72,Los Angeles,Bachelor,3
25506,77,M,90699.0,1.85,Phoenix,Bachelor,4
25507,69,F,94741.0,1.93,New York,Bachelor,2
25508,74,F,31771.0,1.52,Phoenix,Bachelor,3
25509,97,F,72252.0,1.59,Los Angeles,Master,5
25510,70,F,33901.0,1.52,New York,n/e,2
25511,157,M,62099.0,1.62,Chicago,Bachelor,2
25512,6,M,62552.0,1.85,Chicago,Bachelor,0
25513,70,M,62961.0,1.92,New York,Bachelor,0
25514,53,M,62099.0,1.55,Chicago,Bachelor,2
25515,94,F,25898.0,1.67,Phoenix,PhD,3
25516,1,M,43552.0,1.72,Phoenix,PhD,3
25517,52,F,76194.0,1.79,Phoenix,PhD,4
25518,60,M,26294.0,1.54,New York,n/e,2
25519,71,F,46658.0,1.7,Chicago,n/e,4
25520,19,F,41123.0,1.96,Houston,n/e,0
25521,13,M,41382.0,1.89,Chicago,Bachelor,2
25522,35,M,76067.0,1.79,Phoenix,Bachelor,1
25523,11,M,57019.0,1.55,Phoenix,n/e,5
25524,57,M,72549.0,1.56,Chicago,n/e,2
25525,35,M,55549.0,1.74,Los Angeles,Master,3
25526,53,M,26630.0,1.65,Houston,Master,0
25527,67,M,26886.0,1.84,New York,Master,5
25528,14,M,58660.0,1.85,Los Angeles,PhD,0
25529,29,F,87069.0,1.51,Chicago,Bachelor,2
25530,153,M,62099.0,1.99,Chicago,Bachelor,2
25531,80,M,30750.0,1.93,New York,Master,4
25532,24,F,57067.0,1.59,Chicago,Bachelor,4
25533,51,F,93477.0,1.92,Houston,Master,1
25534,81,M,54044.0,1.8,Los Angeles,Master,3
25535,49,M,75929.0,2.0,Los Angeles,Master,0
25536,34,M,71534.0,1.9,Los Angeles,Bachelor,5
25537,70,M,89585.0,1.85,Los Angeles,PhD,4
25538,55,F,68355.0,1.65,Phoenix,Master,0
25539,79,F,98136.0,1.51,Los Angeles,Master,3
25540,85,M,88238.0,1.84,Los Angeles,n/e,4
25541,69,M,34158.0,1.64,Houston,Master,4
25542,80,F,60625.0,1.64,New York,Bachelor,3
25543,32,M,95317.0,1.75,Los Angeles,PhD,1
25544,90,F,33065.0,1.58,Phoenix,Master,3
25545,75,M,86792.0,1.92,Phoenix,PhD,0
25546,51,M,37759.0,1.99,New York,PhD,1
25547,90,F,96457.0,1.64,New York,n/e,0
25548,80,F,65243.0,1.85,Chicago,Master,5
25549,71,M,66603.0,1.7,Phoenix,n/e,0
25550,57,M,34848.0,1.61,New York,PhD,0
25551,40,M,43427.0,1.88,Chicago,Master,1
25552,177,M,169339.0,1.78,Chicago,Bachelor,2
25553,49,F,76216.0,1.58,Houston,Bachelor,5
25554,73,F,29737.0,1.69,New York,Master,0
25555,40,M,77078.0,1.68,Los Angeles,Bachelor,2
25556,89,M,71734.0,1.97,Phoenix,PhD,4
25557,12,M,78142.0,1.91,Phoenix,n/e,0
25558,53,M,185913.0,1.68,Chicago,PhD,2
25559,44,M,98256.0,1.83,Houston,PhD,0
25560,76,M,93537.0,1.71,Los Angeles,n/e,5
25561,34,M,53184.0,1.67,Los Angeles,Master,1
25562,41,M,60938.0,1.79,Los Angeles,PhD,1
25563,85,M,50030.0,1.53,New York,n/e,3
25564,7,M,25648.0,1.78,New York,PhD,4
25565,15,F,51316.0,1.96,Phoenix,Bachelor,4
25566,16,M,29101.0,1.71,Houston,PhD,5
25567,53,M,177730.0,1.75,Chicago,PhD,2
25568,18,M,60206.0,1.53,Houston,PhD,5
25569,93,M,28077.0,1.51,Houston,PhD,5
25570,77,M,56372.0,1.53,Los Angeles,PhD,0
25571,87,F,59289.0,1.61,Phoenix,Bachelor,4
25572,24,F,93757.0,1.82,Phoenix,Bachelor,1
25573,8,F,29919.0,1.99,New York,Bachelor,1
25574,88,M,61157.0,1.81,Houston,Master,1
25575,100,M,44548.0,2.0,Los Angeles,Bachelor,3
25576,62,F,70668.0,1.58,Houston,Bachelor,2
25577,53,M,62099.0,1.75,Chicago,Bachelor,2
25578,32,M,92329.0,1.64,Phoenix,Bachelor,1
25579,90,M,68167.0,1.76,Los Angeles,Master,2
25580,49,F,84725.0,1.98,Los Angeles,n/e,2
25581,89,F,30698.0,1.86,Houston,n/e,5
25582,6,F,90093.0,1.98,Chicago,Master,3
25583,45,M,75830.0,1.67,Phoenix,n/e,3
25584,15,F,57326.0,1.57,Phoenix,Bachelor,0
25585,10,M,20650.0,1.86,Los Angeles,Master,0
25586,61,F,84563.0,1.95,Phoenix,Bachelor,3
25587,11,M,59724.0,1.71,Phoenix,Master,2
25588,55,F,95925.0,1.75,Los Angeles,n/e,3
25589,175,M,162671.0,1.72,Chicago,Bachelor,2
25590,94,M,98052.0,1.98,Phoenix,Master,5
25591,196,M,62099.0,1.67,Chicago,Bachelor,2
25592,30,F,49417.0,1.93,Phoenix,Master,1
25593,77,F,66459.0,1.63,Houston,PhD,2
25594,69,F,49387.0,1.55,Los Angeles,Bachelor,3
25595,97,F,33174.0,1.59,Los Angeles,Bachelor,3
25596,99,F,52152.0,1.92,Los Angeles,n/e,0
25597,72,F,32326.0,1.51,New York,n/e,3
25598,51,F,74137.0,1.87,Chicago,Bachelor,5
25599,27,M,25546.0,1.6,Los Angeles,n/e,0
25600,54,M,91787.0,1.89,Los Angeles,n/e,2
25601,41,F,45683.0,1.99,Chicago,Master,0
25602,32,M,96300.0,1.97,Houston,Master,2
25603,53,F,41523.0,1.62,Los Angeles,PhD,5
25604,91,F,57809.0,1.81,Chicago,n/e,3
25605,83,M,88928.0,1.71,Chicago,PhD,2
25606,17,F,58769.0,1.73,New York,Master,3
25607,13,M,94749.0,1.56,Los Angeles,Bachelor,4
25608,198,M,175030.0,1.73,Chicago,Bachelor,2
25609,75,F,89361.0,1.73,Houston,n/e,5
25610,34,F,55318.0,1.97,New York,PhD,3
25611,42,M,59246.0,1.51,New York,n/e,0
25612,48,F,93703.0,1.56,Phoenix,PhD,2
25613,77,F,31962.0,1.73,New York,Master,2
25614,193,M,161133.0,1.51,Chicago,Bachelor,2
25615,49,M,83199.0,1.59,New York,Master,2
25616,63,F,52142.0,1.98,Phoenix,n/e,4
25617,1,F,59786.0,1.96,Phoenix,Master,1
25618,7,F,55240.0,1.56,Chicago,Bachelor,1
25619,4,F,77005.0,1.83,Phoenix,n/e,1
25620,77,F,79146.0,1.63,Chicago,PhD,3
25621,84,F,88401.0,1.86,Houston,Bachelor,0
25622,84,F,65520.0,1.75,Phoenix,n/e,4
25623,74,M,53285.0,1.93,Chicago,Bachelor,1
25624,39,F,65505.0,1.84,Houston,Master,3
25625,166,M,156233.0,1.83,Chicago,PhD,2
25626,39,M,53084.0,1.67,Houston,n/e,1
25627,68,F,60974.0,1.79,New York,n/e,1
25628,165,M,62099.0,1.61,Chicago,Master,2
25629,33,M,88211.0,1.59,Chicago,n/e,0
25630,23,M,91059.0,1.68,Houston,n/e,0
25631,7,F,34930.0,1.75,New York,PhD,1
25632,38,F,58717.0,1.91,Chicago,Master,2
25633,49,M,24357.0,1.51,Chicago,PhD,3
25634,49,M,28649.0,1.72,Chicago,n/e,2
25635,88,M,22927.0,1.96,Houston,Bachelor,0
25636,36,F,91276.0,1.62,Los Angeles,Master,3
25637,53,M,62099.0,1.6,Chicago,Master,2
25638,72,M,24736.0,1.96,New York,Bachelor,0
25639,79,M,73048.0,1.89,Los Angeles,n/e,0
25640,56,F,48972.0,1.5,New York,PhD,5
25641,56,M,84656.0,1.92,Houston,n/e,5
25642,64,M,63121.0,1.65,Houston,Bachelor,5
25643,53,F,64299.0,1.58,Chicago,n/e,0
25644,7,F,25309.0,1.94,New York,n/e,1
25645,156,M,62099.0,1.87,Chicago,n/e,2
25646,56,F,20378.0,2.0,Houston,PhD,4
25647,53,M,158411.0,1.83,Chicago,Bachelor,2
25648,21,M,71671.0,1.89,Phoenix,Master,5
25649,2,F,30153.0,1.69,Houston,PhD,4
25650,40,M,23736.0,1.63,Houston,n/e,3
25651,53,M,197012.0,1.71,Chicago,Master,2
25652,55,M,20298.0,1.54,Chicago,PhD,2
25653,47,M,50479.0,1.53,New York,Master,3
25654,63,M,31673.0,1.7,New York,PhD,5
25655,97,M,35108.0,1.62,Chicago,Bachelor,3
25656,169,M,62099.0,1.83,Chicago,n/e,2
25657,44,M,33715.0,1.89,Los Angeles,Bachelor,0
25658,182,M,160930.0,1.56,Chicago,n/e,2
25659,4,F,24161.0,2.0,Los Angeles,Master,2
25660,150,M,62099.0,1.8,Chicago,PhD,2
25661,58,M,37756.0,1.6,Phoenix,n/e,4
25662,40,F,26300.0,1.78,Los Angeles,Bachelor,3
25663,99,F,27947.0,1.6,Houston,Master,1
25664,41,M,38939.0,1.73,New York,Master,2
25665,29,F,24797.0,1.57,Chicago,PhD,2
25666,25,F,81198.0,1.95,Los Angeles,PhD,2
25667,65,F,87551.0,1.97,Phoenix,PhD,2
25668,78,M,95700.0,1.82,Houston,PhD,1
25669,4,F,39698.0,1.72,Chicago,n/e,1
25670,55,F,43433.0,1.7,Phoenix,n/e,0
25671,17,M,27698.0,1.88,Chicago,n/e,3
25672,32,F,85616.0,1.55,Houston,Bachelor,4
25673,48,M,75929.0,1.92,Houston,Master,2
25674,34,F,73676.0,1.61,Phoenix,n/e,0
25675,52,M,34037.0,1.56,Phoenix,Bachelor,5
25676,53,M,62099.0,1.83,Chicago,Bachelor,2
25677,17,F,67491.0,1.77,Chicago,n/e,2
25678,82,F,62298.0,1.98,Houston,Bachelor,3
25679,24,F,95963.0,1.85,Chicago,PhD,4
25680,99,F,55095.0,1.98,Los Angeles,Bachelor,2
25681,54,M,49034.0,1.65,Phoenix,PhD,5
25682,44,F,32898.0,1.6,New York,n/e,3
25683,90,M,87259.0,1.97,Chicago,Master,2
25684,38,M,83739.0,1.55,New York,n/e,1
25685,7,F,93277.0,1.61,Los Angeles,n/e,0
25686,14,F,27760.0,1.79,Phoenix,n/e,4
25687,51,M,46162.0,1.76,Chicago,n/e,0
25688,81,M,46885.0,1.71,Chicago,Master,4
25689,43,F,60641.0,1.64,Phoenix,Master,2
25690,78,F,44878.0,1.87,Phoenix,Master,3
25691,78,F,98526.0,1.88,Los Angeles,Bachelor,5
25692,45,F,75032.0,1.79,Phoenix,n/e,3
25693,30,M,66894.0,2.0,New York,Bachelor,0
25694,7,F,92855.0,1.76,Los Angeles,Bachelor,5
25695,2,M,78708.0,1.84,Phoenix,n/e,1
25696,89,M,93810.0,1.66,Phoenix,Master,2
25697,87,M,42085.0,1.74,Chicago,Master,2
25698,55,M,92623.0,1.85,Houston,n/e,3
25699,21,M,33915.0,1.57,Phoenix,PhD,3
25700,24,M,26961.0,1.88,Chicago,Master,0
25701,16,F,28211.0,1.64,Los Angeles,PhD,2
25702,23,M,51875.0,1.74,Chicago,Bachelor,5
25703,20,M,44292.0,1.79,Chicago,n/e,3
25704,38,F,40812.0,1.6,Houston,n/e,4
25705,24,M,77703.0,1.79,Chicago,n/e,1
25706,98,M,89076.0,1.63,Chicago,Master,2
25707,58,F,22327.0,1.83,Phoenix,Bachelor,5
25708,152,M,62099.0,1.74,Chicago,Master,2
25709,62,M,27774.0,1.85,Chicago,PhD,3
25710,89,F,69894.0,1.54,Los Angeles,Bachelor,3
25711,85,M,36506.0,1.69,Houston,Master,0
25712,61,F,69361.0,1.69,Chicago,n/e,0
25713,40,F,98010.0,1.97,Los Angeles,Master,3
25714,199,M,170891.0,1.74,Chicago,PhD,2
25715,18,F,34220.0,1.57,Chicago,Bachelor,3
25716,98,F,25037.0,1.91,New York,Bachelor,3
25717,41,M,88876.0,1.75,Phoenix,PhD,1
25718,79,M,24859.0,1.56,Houston,n/e,4
25719,9,F,63021.0,1.61,Los Angeles,Bachelor,2
25720,50,M,20327.0,1.75,Phoenix,n/e,3
25721,4,F,86942.0,1.65,New York,Master,2
25722,177,M,62099.0,1.59,Chicago,Bachelor,2
25723,11,M,58936.0,1.86,Phoenix,PhD,3
25724,23,M,70412.0,1.92,Phoenix,PhD,2
25725,36,M,30483.0,1.63,New York,n/e,1
25726,91,M,29336.0,1.62,Chicago,Master,0
25727,53,M,62099.0,1.68,Chicago,Bachelor,2
25728,12,M,53708.0,1.98,Chicago,PhD,4
25729,48,M,43110.0,1.63,Phoenix,PhD,0
25730,53,M,167158.0,1.56,Chicago,Bachelor,2
25731,33,M,81600.0,1.67,Phoenix,Bachelor,3
25732,69,F,33105.0,1.95,Chicago,PhD,5
25733,195,M,62099.0,1.59,Chicago,Bachelor,2
25734,82,M,71248.0,1.73,New York,Bachelor,1
25735,50,F,65986.0,1.9,Los Angeles,n/e,1
25736,8,M,25603.0,1.82,Chicago,PhD,2
25737,1,F,58369.0,1.85,Los Angeles,Bachelor,0
25738,98,M,74895.0,1.55,Houston,PhD,1
25739,69,M,38762.0,1.78,Houston,Bachelor,0
25740,2,M,29673.0,1.73,Houston,PhD,2
25741,14,M,91559.0,1.97,Chicago,n/e,2
25742,61,F,86306.0,1.84,Los Angeles,n/e,1
25743,76,F,74731.0,1.74,Chicago,n/e,0
25744,67,M,49353.0,1.76,New York,Bachelor,0
25745,51,M,68473.0,1.52,New York,PhD,1
25746,62,F,54408.0,1.76,New York,n/e,2
25747,92,M,32509.0,1.98,Los Angeles,n/e,0
25748,181,M,62099.0,1.83,Chicago,PhD,2
25749,53,M,169599.0,1.96,Chicago,Master,2
25750,17,M,36984.0,1.95,Houston,n/e,4
25751,26,M,43074.0,1.75,Houston,Bachelor,2
25752,11,M,82912.0,1.62,Houston,n/e,2
25753,23,F,63537.0,1.5,Houston,PhD,3
25754,74,M,87769.0,1.61,New York,Master,5
25755,77,M,28048.0,1.8,Los Angeles,Bachelor,1
25756,46,M,38544.0,1.71,Chicago,Master,4
25757,57,M,24259.0,1.85,Chicago,n/e,2
25758,2,F,55548.0,1.88,Los Angeles,Bachelor,4
25759,35,F,50997.0,1.92,New York,n/e,3
25760,58,F,31883.0,1.6,Phoenix,Bachelor,4
25761,18,F,24523.0,1.92,Los Angeles,Master,4
25762,92,F,74735.0,1.68,Chicago,n/e,5
25763,53,M,69552.0,1.96,Phoenix,n/e,5
25764,53,M,62099.0,1.91,Chicago,Bachelor,2
25765,22,F,82865.0,1.87,New York,Master,4
25766,82,M,38565.0,1.8,New York,Master,4
25767,55,M,46981.0,1.62,Phoenix,Bachelor,1
25768,10,M,68777.0,1.97,Los Angeles,n/e,2
25769,19,F,71370.0,1.56,Houston,PhD,5
25770,94,M,52832.0,2.0,Phoenix,Master,5
25771,15,M,99878.0,1.68,Chicago,Bachelor,1
25772,22,M,73613.0,1.73,New York,PhD,3
25773,53,M,62099.0,1.64,Chicago,Master,2
25774,27,M,74004.0,1.94,Los Angeles,PhD,4
25775,68,F,53192.0,1.86,Phoenix,Master,3
25776,33,M,53301.0,1.96,Chicago,PhD,0
25777,30,M,77510.0,1.76,Chicago,Master,4
25778,95,M,47648.0,1.94,Houston,n/e,5
25779,98,F,28727.0,1.96,Phoenix,PhD,3
25780,62,F,27656.0,1.51,Houston,Master,2
25781,44,F,88477.0,1.62,Chicago,n/e,5
25782,30,F,26820.0,1.78,Phoenix,Master,1
25783,154,M,62099.0,1.59,Chicago,n/e,2
25784,45,F,48323.0,1.52,New York,n/e,1
25785,90,F,72284.0,1.88,Phoenix,Master,3
25786,76,F,62653.0,1.82,Houston,n/e,2
25787,94,F,80479.0,1.96,Chicago,n/e,4
25788,50,F,32127.0,1.86,Los Angeles,Bachelor,4
25789,53,M,62099.0,1.83,Chicago,PhD,2
25790,175,M,178940.0,1.93,Chicago,Master,2
25791,7,M,20894.0,1.93,New York,n/e,5
25792,60,F,74613.0,1.67,New York,Master,4
25793,71,F,26107.0,2.0,Phoenix,n/e,3
25794,45,F,37554.0,1.73,Houston,Master,1
25795,82,M,75779.0,1.88,Chicago,n/e,0
25796,22,F,40226.0,1.58,Chicago,n/e,0
25797,48,F,37791.0,1.93,Houston,n/e,5
25798,34,F,85746.0,1.59,Phoenix,n/e,5
25799,66,M,64929.0,1.88,Los Angeles,PhD,4
25800,23,F,88138.0,1.52,Houston,Master,0
25801,40,F,34466.0,1.95,New York,Bachelor,3
25802,17,M,90148.0,1.73,New York,Bachelor,2
25803,16,F,48624.0,1.58,New York,PhD,4
25804,86,F,91766.0,1.96,New York,PhD,3
25805,72,F,56761.0,1.77,Los Angeles,n/e,3
25806,89,F,55974.0,1.55,Phoenix,PhD,2
25807,97,F,83435.0,1.78,Phoenix,Bachelor,1
25808,30,F,44261.0,1.86,Phoenix,Master,3
25809,184,M,62099.0,1.95,Chicago,n/e,2
25810,161,M,62099.0,1.53,Chicago,Bachelor,2
25811,33,F,63234.0,1.53,Los Angeles,Master,5
25812,47,M,52387.0,1.56,New York,n/e,0
25813,97,M,83161.0,1.66,Chicago,Master,2
25814,35,M,73870.0,1.99,Phoenix,Bachelor,5
25815,53,M,190878.0,2.0,Chicago,Bachelor,2
25816,5,M,67725.0,1.57,New York,n/e,1
25817,87,M,68599.0,1.98,Houston,n/e,5
25818,55,M,79129.0,1.69,New York,PhD,5
25819,33,M,37570.0,1.82,Houston,PhD,1
25820,40,M,40513.0,1.94,Houston,PhD,2
25821,84,M,48314.0,1.68,Chicago,n/e,0
25822,48,F,22126.0,1.79,Chicago,PhD,2
25823,37,F,52462.0,1.7,Los Angeles,PhD,1
25824,84,F,60695.0,1.95,Los Angeles,Master,0
25825,60,M,95987.0,1.53,Chicago,n/e,4
25826,44,F,59560.0,1.98,New York,PhD,4
25827,95,M,96357.0,1.58,Phoenix,PhD,5
25828,19,M,64141.0,1.95,Houston,n/e,4
25829,26,F,37514.0,1.75,Los Angeles,Master,3
25830,10,F,55289.0,1.79,Chicago,PhD,2
25831,15,M,47835.0,2.0,Phoenix,Master,3
25832,18,M,49749.0,1.92,Chicago,PhD,0
25833,25,M,44041.0,1.53,New York,Bachelor,2
25834,20,M,77128.0,1.84,New York,PhD,3
25835,92,M,80284.0,1.75,Phoenix,Bachelor,4
25836,58,M,63879.0,1.52,Los Angeles,Master,0
25837,37,F,83228.0,1.56,Los Angeles,Bachelor,0
25838,99,F,25796.0,1.72,Los Angeles,n/e,2
25839,69,M,46079.0,1.73,Houston,Master,4
25840,79,F,52845.0,1.66,Chicago,Master,3
25841,98,M,21182.0,1.76,Houston,n/e,3
25842,53,M,62099.0,1.87,Chicago,Master,2
25843,94,F,73586.0,1.6,Houston,Master,3
25844,63,M,31240.0,1.73,Houston,PhD,5
25845,88,F,69261.0,1.7,New York,Bachelor,1
25846,80,M,35131.0,1.53,Phoenix,PhD,2
25847,94,M,81157.0,1.57,Houston,n/e,3
25848,11,M,40003.0,1.83,Los Angeles,n/e,1
25849,58,F,65537.0,1.93,Houston,Bachelor,1
25850,57,F,26865.0,1.62,New York,Master,0
25851,53,M,187495.0,1.7,Chicago,n/e,2
25852,51,M,56873.0,1.86,Phoenix,n/e,1
25853,98,M,60823.0,1.81,Houston,Master,5
25854,27,F,68476.0,1.75,Los Angeles,Master,1
25855,32,F,88616.0,1.67,New York,PhD,4
25856,53,M,62099.0,1.55,Chicago,n/e,2
25857,38,M,80937.0,1.58,Phoenix,PhD,3
25858,83,F,97784.0,1.83,Chicago,PhD,4
25859,83,M,58378.0,1.6,New York,Bachelor,0
25860,87,F,92777.0,1.51,New York,n/e,5
25861,96,F,95546.0,1.93,Los Angeles,Bachelor,1
25862,22,F,41964.0,1.94,Houston,Bachelor,2
25863,63,M,57338.0,1.51,Houston,Bachelor,0
25864,22,M,29581.0,1.73,Phoenix,Bachelor,4
25865,4,F,28355.0,1.5,Phoenix,Master,2
25866,25,F,77819.0,1.52,Los Angeles,n/e,5
25867,53,M,195232.0,1.88,Chicago,PhD,2
25868,69,M,70048.0,1.63,Houston,n/e,1
25869,49,M,36651.0,1.89,New York,Master,3
25870,88,F,92477.0,1.9,Phoenix,Bachelor,3
25871,22,M,71330.0,1.73,Los Angeles,Bachelor,1
25872,10,M,21500.0,1.62,Phoenix,Bachelor,4
25873,61,M,34577.0,1.66,Chicago,n/e,3
25874,46,F,93153.0,1.52,New York,Master,0
25875,92,M,21558.0,1.51,New York,PhD,4
25876,2,F,33647.0,1.72,New York,n/e,1
25877,84,M,23653.0,1.71,New York,Bachelor,2
25878,70,F,28236.0,1.64,Houston,n/e,1
25879,8,F,98179.0,1.67,Chicago,Bachelor,1
25880,9,M,35688.0,1.64,Chicago,PhD,2
25881,78,M,85808.0,1.97,Phoenix,Master,4
25882,50,M,77360.0,1.6,Chicago,Master,1
25883,32,F,83036.0,1.75,New York,Master,5
25884,6,F,21215.0,1.98,New York,n/e,1
25885,192,M,168768.0,1.67,Chicago,n/e,2
25886,43,F,79724.0,1.58,Houston,Master,4
25887,92,M,75384.0,1.85,Phoenix,Bachelor,5
25888,82,F,66886.0,1.67,Los Angeles,PhD,3
25889,25,M,80821.0,1.67,New York,Master,3
25890,5,M,29088.0,1.73,Phoenix,Bachelor,2
25891,50,M,46305.0,1.65,New York,Master,1
25892,78,M,48422.0,1.66,Phoenix,PhD,2
25893,30,M,23659.0,1.86,Los Angeles,PhD,2
25894,42,F,39505.0,1.57,Phoenix,Master,4
25895,93,M,81805.0,1.93,New York,PhD,0
25896,70,F,45614.0,1.8,Phoenix,PhD,5
25897,65,F,67198.0,1.92,Los Angeles,Bachelor,4
25898,19,M,22686.0,1.75,New York,Bachelor,3
25899,35,F,53421.0,1.67,Chicago,n/e,1
25900,80,M,92454.0,1.86,Phoenix,n/e,1
25901,30,F,70196.0,1.78,Los Angeles,n/e,2
25902,43,M,94377.0,1.68,Phoenix,Bachelor,3
25903,30,M,96590.0,1.56,Houston,Bachelor,0
25904,40,M,30919.0,1.63,New York,Master,0
25905,2,F,59288.0,1.53,Phoenix,Bachelor,0
25906,5,F,44008.0,1.92,Phoenix,Bachelor,3
25907,90,F,90515.0,1.96,New York,PhD,3
25908,53,M,62099.0,1.76,Chicago,Bachelor,2
25909,95,F,93449.0,1.59,Phoenix,Master,0
25910,14,M,25471.0,1.7,Los Angeles,PhD,5
25911,66,M,90166.0,1.86,Houston,PhD,4
25912,9,F,29949.0,1.87,Los Angeles,Master,2
25913,53,M,62099.0,1.82,Chicago,Bachelor,2
25914,51,F,55504.0,1.52,Phoenix,PhD,2
25915,57,F,86493.0,1.65,Chicago,Bachelor,1
25916,61,F,79683.0,1.66,Los Angeles,PhD,0
25917,53,M,195437.0,1.59,Chicago,Master,2
25918,37,M,50775.0,1.64,Houston,Master,2
25919,53,M,62099.0,1.73,Chicago,Bachelor,2
25920,9,F,87553.0,1.74,Los Angeles,n/e,3
25921,55,M,48644.0,1.72,Los Angeles,PhD,0
25922,45,F,70414.0,1.51,Houston,PhD,5
25923,23,M,21509.0,1.61,New York,n/e,1
25924,36,M,87707.0,1.76,Chicago,Bachelor,3
25925,33,M,55438.0,2.0,New York,PhD,2
25926,33,F,58791.0,1.86,Los Angeles,Master,1
25927,86,M,30735.0,1.94,Los Angeles,PhD,5
25928,47,F,26716.0,1.54,Phoenix,Bachelor,1
25929,34,F,44439.0,1.53,Phoenix,Bachelor,3
25930,34,F,97776.0,1.76,Phoenix,Master,2
25931,55,M,80484.0,1.73,Phoenix,Bachelor,5
25932,7,M,86055.0,1.67,Houston,PhD,0
25933,69,M,29077.0,1.93,New York,PhD,2
25934,27,F,55318.0,1.92,Los Angeles,n/e,4
25935,69,M,96648.0,1.64,Phoenix,Bachelor,4
25936,47,M,84647.0,1.9,New York,PhD,4
25937,89,M,87759.0,1.76,New York,n/e,2
25938,9,M,71595.0,1.74,Los Angeles,PhD,5
25939,61,M,91023.0,1.73,New York,PhD,5
25940,78,F,59923.0,1.57,Houston,n/e,0
25941,53,M,154238.0,1.51,Chicago,n/e,2
25942,28,M,46288.0,1.68,Phoenix,n/e,0
25943,58,F,82891.0,1.74,Phoenix,Master,5
25944,91,F,86736.0,1.84,Chicago,n/e,0
25945,71,M,76966.0,1.99,Houston,n/e,4
25946,14,F,57616.0,1.97,Phoenix,Bachelor,2
25947,2,M,57198.0,1.71,Chicago,PhD,4
25948,83,F,64331.0,1.53,Phoenix,PhD,3
25949,88,F,45518.0,1.61,Phoenix,Bachelor,3
25950,84,M,85037.0,1.81,Chicago,PhD,1
25951,97,M,76636.0,2.0,Los Angeles,PhD,5
25952,93,M,53500.0,1.6,Houston,PhD,1
25953,86,M,78684.0,1.9,Chicago,n/e,1
25954,42,F,54297.0,1.8,Los Angeles,PhD,0
25955,31,M,68291.0,1.63,Phoenix,PhD,4
25956,53,M,188377.0,1.5,Chicago,Master,2
25957,77,F,43103.0,1.57,Chicago,n/e,0
25958,16,M,23799.0,1.97,Phoenix,Bachelor,5
25959,172,M,178565.0,1.95,Chicago,PhD,2
25960,69,M,34937.0,1.83,Chicago,Master,5
25961,59,F,22276.0,1.92,Los Angeles,Master,5
25962,65,F,28302.0,1.64,Chicago,n/e,3
25963,183,M,62099.0,1.7,Chicago,Bachelor,2
25964,85,F,52885.0,1.73,New York,PhD,5
25965,33,M,50815.0,1.56,Houston,Bachelor,5
25966,69,F,27708.0,1.56,New York,Master,5
25967,95,M,64390.0,1.72,Phoenix,Bachelor,2
25968,150,M,157444.0,1.78,Chicago,n/e,2
25969,184,M,150427.0,1.77,Chicago,n/e,2
25970,73,F,98309.0,1.84,Houston,Bachelor,5
25971,75,M,24490.0,1.65,Phoenix,Master,5
25972,55,F,86153.0,1.52,Chicago,PhD,2
25973,76,M,62344.0,1.93,Houston,Bachelor,1
25974,68,M,63803.0,1.58,New York,Bachelor,4
25975,66,F,78553.0,1.95,Los Angeles,n/e,5
25976,170,M,62099.0,1.79,Chicago,Bachelor,2
25977,20,F,71548.0,1.54,Los Angeles,n/e,1
25978,98,F,89954.0,1.75,Phoenix,Bachelor,2
25979,89,F,45038.0,1.58,Phoenix,n/e,5
25980,77,F,40185.0,1.93,Houston,PhD,3
25981,8,F,50815.0,1.83,Chicago,Bachelor,2
25982,40,M,49873.0,1.97,Phoenix,PhD,5
25983,41,F,61919.0,1.85,Los Angeles,PhD,3
25984,62,M,50241.0,1.7,Los Angeles,Master,5
25985,75,F,42305.0,1.91,Phoenix,Bachelor,5
25986,90,M,67228.0,1.6,Los Angeles,n/e,5
25987,18,F,40246.0,1.79,Los Angeles,Bachelor,2
25988,62,M,91502.0,1.61,Houston,PhD,4
25989,14,M,39891.0,1.77,Los Angeles,Master,0
25990,36,F,42838.0,1.97,New York,Bachelor,0
25991,58,M,81527.0,1.96,Chicago,PhD,3
25992,88,F,74066.0,1.96,Chicago,Master,1
25993,18,M,85826.0,1.81,Houston,Master,0
25994,33,F,64436.0,1.79,New York,PhD,4
25995,49,F,64625.0,1.81,Houston,Bachelor,5
25996,30,M,74825.0,1.75,Phoenix,n/e,2
25997,5,M,45877.0,1.91,Phoenix,PhD,3
25998,12,F,43044.0,1.59,New York,Bachelor,1
25999,150,M,168449.0,1.72,Chicago,Master,2
26000,77,F,95726.0,1.68,Houston,PhD,2
26001,70,M,40426.0,1.8,New York,Master,5
26002,96,F,60931.0,1.95,Houston,PhD,3
